Estación SIMAJ,Fecha,Hora,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,TMPI,TMP,RH,WS,WD,PP,RS,PBA,UV,UVI
Aguilas,23/06/21,21,0.003,0.014,0.031,0.045, ,0.988,23.9, ,21.7,21.6,84.8,1.76,183.85,0,,,,
Aguilas,23/06/21,22,0.005,0.011,0.027,0.039, ,0.915,26, ,21.7,21.3,85.4,1.15,180.41,0,,,,
Aguilas,23/06/21,23,0,0.022,0.03,0.051, ,1.194,21.3, ,21.6,21.2,88.4,0.31,135.53,0,,,,
Aguilas,24/06/21,0, ,0.004,0.027,0.031, ,0.697,16.5, ,21.6,21.1,87.4,1.04,281.22,0,,,,
Aguilas,24/06/21,1, ,0,0,0, ,0,23.5, ,21.6,21,85.6,0.66,211.45,0,,,,
Aguilas,24/06/21,2, ,0.015,0.025,0.04, ,0.703,24.4, ,21.6,20.9,86.4,0.49,167.06,0,,,,
Aguilas,24/06/21,3, ,0.008,0.022,0.03, ,0.553,23.5, ,21.6,20.8,87.2,0.55,286.59,0,,,,
Aguilas,24/06/21,4, ,0.017,0.022,0.039, ,0.717,19.4, ,21.6,20.8,88.3,0.48,241.78,0,,,,
Aguilas,24/06/21,5, ,0.021,0.025,0.046, ,0.971,30.7, ,21.6,20.6,90.4,0.03,88.24,0,,,,
Aguilas,24/06/21,6, ,0.058,0.024,0.081, ,0.966,28.8, ,21.6,20.4,90.5,0.77,247.17,0,,,,
Aguilas,24/06/21,7, ,0.057,0.02,0.077, ,1.127,42.5, ,21.6,20.4,90.3,0.06,239.35,0,,,,
Aguilas,24/06/21,8, ,0.11,0.034,0.144, ,2.053,59.1, ,21.6,21.1,88.4,2,50.92,0,,,,
Aguilas,24/06/21,9, ,0.058,0.039,0.098, ,1.783,66.9, ,21.6,21.8,83.3,2.77,67.82,0,,,,
Aguilas,24/06/21,10, ,0.035,0.032,0.067, ,1.391,52.2, ,21.7,23.1,75.1,2.85,97.92,0,,,,
Aguilas,24/06/21,11, ,0.012,0.02,0.032, ,0.764,41.2, ,22,26.2,58.9,2.52,115.34,0,,,,
Aguilas,24/06/21,12, ,0.01,0.019,0.028, ,0.672,43, ,22.2,27.8,51.2,3.21,112.77,0,,,,
Aguilas,24/06/21,13, ,0.004,0.016,0.02, ,0.62,30.7, ,22.3,29.7,42.7,3.44,136.34,0,,,,
Aguilas,24/06/21,14, ,0.003,0.017,0.02, ,0.581,16.9, ,22.3,30.5,39.3,2.99,123.9,0,,,,
Aguilas,24/06/21,15, ,0.004,0.025,0.029, ,0.728,25, ,22.3,31,37.8,3.44,123.74,0,,,,
Aguilas,24/06/21,16, ,0.002,0.018,0.02, ,0.54,31.9, ,22.3,31.8,34.6,2.78,199.92,0,,,,
Aguilas,24/06/21,17, ,0,0,0, ,0.544,31.2, ,22.3,31.1,38.1,4.37,233.96,0,,,,
Aguilas,24/06/21,18, ,0.002,0.015,0.017, ,0.501,20.5, ,22.1,0,56.2,10.11,192.89,0,,,,
Aguilas,24/06/21,19, ,0.013,0.037,0.05, ,0.684,9.9, ,21.9,18.7,92.6,4.73,187.02,0,,,,
Aguilas,24/06/21,20, ,0.004,0.031,0.035, ,0.744,20.4, ,21.8,20.1,94.8,2.29,273.74,0,,,,
Aguilas,24/06/21,21, ,0.007,0.023,0.03, ,0.561,16.7, ,21.8,20.6,90.5,2.26,257.17,0,,,,
Aguilas,24/06/21,22, ,0.003,0.019,0.022, ,0.498,3.7, ,21.7,20.5,89.2,1.61,264.85,0,,,,
Aguilas,24/06/21,23, ,0.011,0.023,0.033, ,0.633,16.7, ,21.7,20.3,89.9,2.69,145.8,0,,,,
Aguilas,25/06/21,0, ,0.008,0.021,0.029, ,0.574,9.3, ,21.6,19.9,89.9,1.48,245.92,0.326,,,,
Aguilas,25/06/21,1, ,0,0,0, ,0,23.1, ,21.6,20.1,91.5,1.13,214.3,0,,,,
Aguilas,25/06/21,2, ,0.017,0.027,0.044, ,0.72,22.3, ,21.6,20.1,90.7,2.62,93.17,0,,,,
Aguilas,25/06/21,3, ,0.012,0.03,0.042, ,0.669,22.2, ,21.6,20,90.8,1.16,187.24,0,,,,
Aguilas,25/06/21,4, ,0.016,0.029,0.045, ,0.636,24, ,21.6,20.1,91.2,1.57,206.55,0,,,,
Aguilas,25/06/21,5, ,0.021,0.029,0.051, ,0.759,45, ,21.6,20.1,91.3,1.19,119.11,0,,,,
Aguilas,25/06/21,6, ,0.029,0.029,0.058, ,0.918,13.3, ,21.6,20.2,91.2,2.03,65.52,0,,,,
Aguilas,25/06/21,7, ,0.026,0.029,0.055, ,1.095,17, ,21.5,20,91.5,2.57,65.78,0,,,,
Aguilas,25/06/21,8, ,0.037,0.029,0.066, ,1.183,27.7, ,21.6,20.6,86.6,3.97,50.76,0,,,,
Aguilas,25/06/21,9, ,0.029,0.024,0.053, ,0.908,37.9, ,21.7,22.2,72.5,6.19,65.93,0,,,,
Aguilas,25/06/21,10, ,0.022,0.019,0.041, ,0.759,40.4, ,21.9,23.6,65.9,5.5,88.44,0,,,,
Aguilas,25/06/21,11, ,0.016,0.015,0.031, ,0.715,37.1, ,22,25.4,58.3,6.07,100.11,0,,,,
Aguilas,25/06/21,12, ,0.024,0.02,0.044, ,0.736,19.9, ,22.1,27.2,49.8,5.56,99.7,0,,,,
Aguilas,25/06/21,13, ,0.018,0.017,0.036, ,0.712,13.5, ,22.2,28.2,44.1,5.51,102.4,0,,,,
Aguilas,25/06/21,14, ,0.02,0.016,0.037, ,0.683,18.7, ,22.1,28.7,41.3,5.78,101.08,0,,,,
Aguilas,25/06/21,15, ,0.019,0.014,0.034, ,0.604,22.6, ,22.2,30.5,36.5,5.27,97.68,0,,,,
Aguilas,25/06/21,16, ,0.014,0.014,0.028, ,0.645,15, ,22.2,31.2,34.2,4.56,118.63,0,,,,
Aguilas,25/06/21,17, ,0.014,0.013,0.027, ,0.604,41.8, ,22.3,31.2,34.2,4.92,171,0,,,,
Aguilas,25/06/21,18, ,0.009,0.013,0.021, ,0.669,27.8, ,22.3,30.3,37.5,7.17,190.16,0,,,,
Aguilas,25/06/21,19, ,0.004,0.01,0.014, ,0.532,21.9, ,22.2,28.2,44.9,9.37,212.95,0,,,,
Aguilas,25/06/21,20, ,0.011,0.016,0.027, ,0.698,20.9, ,22.1,0,62.2,11.33,142.65,0.26,,,,
Aguilas,25/06/21,21, ,0.023,0.018,0.041, ,0.606,14.3, ,22,18.7,92.2,8.6,129.3,0,,,,
Aguilas,25/06/21,22, ,0.024,0.023,0.047, ,0.588,16.7, ,21.8,19.4,90,8.51,171.81,0,,,,
Aguilas,25/06/21,23, ,0.02,0.026,0.046, ,0.788,30.7, ,21.7,19.7,90.2,5.24,108.05,0,,,,
Aguilas,26/06/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,26/06/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,27/06/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,0, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,1, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,2, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,3, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,4, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,5, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,6, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,7, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,8, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,9, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,10, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,11, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,12, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,13, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,14, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,15, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,16, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,17, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,18, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,19, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,20, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,21, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,22, , , , , , , , , , , , , , ,,,,
Aguilas,28/06/21,23, , , , , , , , , , , , , , ,,,,
Aguilas,29/06/21,0, , , , , , , , ,21.5,21.2,69.1,4.05,157.45,0.209,,,,
Aguilas,29/06/21,1, , , , , , , , ,21.5,20.8,72,2.24,144.7,0,,,,
Aguilas,29/06/21,2, , , , , , , , ,21.5,20.6,76.2,0.15,123.07,0,,,,
Aguilas,29/06/21,3, , , , , , , , ,21.5,20.5,75.2,0.08,93.38,0,,,,
Aguilas,29/06/21,4, , , , , , , , ,21.5,20.4,74.3,1.54,131.72,0,,,,
Aguilas,29/06/21,5, , , , , , , , ,21.4,19.9,76.8,1.96,124.95,0,,,,
Aguilas,29/06/21,6, , , , , , , , ,21.5,19.4,80.3,1.05,73.67,0,,,,
Aguilas,29/06/21,7, , , , , , , , ,21.4,19.3,82.4,0.01,110.49,0,,,,
Aguilas,29/06/21,8, , , , , , , , ,21.4,20.1,80.6,1.82,146.96,0,,,,
Aguilas,29/06/21,9, , , , , , , , ,21.4,21.4,74.9,2.13,105.77,0,,,,
Aguilas,29/06/21,10, , , , , , , , ,21.6,22.6,69.7,2.59,141.09,0,,,,
Aguilas,29/06/21,11, , , , , , , , ,21.7,23.9,63.9,3.03,131.74,0,,,,
Aguilas,29/06/21,12, , , , , , , , ,21.8,25.4,57.5,2.97,144.24,0,,,,
Aguilas,29/06/21,13, , , , , , , , ,22,27,50,4.57,157.79,0,,,,
Aguilas,29/06/21,14, , , , , , , , ,22,25.9,55.9,4.36,147.45,0,,,,
Aguilas,29/06/21,15, , , , , , , , ,21.8,23.1,74.2,5.32,240.36,0,,,,
Aguilas,29/06/21,16, , , , , , , , ,21.7,24.4,70.6,4.59,261.06,0,,,,
Aguilas,29/06/21,17, , , , , , , , ,21.8,26.4,54,8.35,216.05,0,,,,
Aguilas,29/06/21,18, , , , , , , , ,21.9,26.6,52.9,7.67,220.8,0,,,,
Aguilas,29/06/21,19, , , , , , , , ,21.9,25.7,55.8,7.82,237.42,0,,,,
Aguilas,29/06/21,20, , , , , , , , ,21.8,24.4,60,5.24,237,0,,,,
Aguilas,29/06/21,21, , , , , , , , ,21.7,23.3,63.6,4.95,229.58,0,,,,
Aguilas,29/06/21,22, , , , , , , , ,21.6,22.9,65.2,4.81,226.16,0,,,,
Aguilas,29/06/21,23, , , , , , , , ,21.5,23,63.7,3.59,215.07,0,,,,
Aguilas,30/06/21,0,0.011, , , , , ,3.1, ,21.5,22.8,63.5,2.73,228.21,0,,,,
Aguilas,30/06/21,1,0.013, , , , , ,8.5, ,21.5,22,66.9,4.11,260.43,0,,,,
Aguilas,30/06/21,2,0.013, , , , , ,5.3, ,21.5,21.1,71,3.15,262.84,0,,,,
Aguilas,30/06/21,3,0.012, , , , , ,9.9, ,21.4,20.5,75.4,4.08,264.69,0,,,,
Aguilas,30/06/21,4,0.01, , , , , ,11.3, ,21.4,20.4,77.2,1.77,281.61,0,,,,
Aguilas,30/06/21,5,0.009, , , , , ,10.2, ,21.4,20.5,77.8,1.05,201.19,0,,,,
Aguilas,30/06/21,6,0.004, , , , , ,9.4, ,21.4,20.4,78.5,0.2,123.7,0,,,,
Aguilas,30/06/21,7,0, , , , , ,22.4, ,21.3,20.4,79.8,0.19,VZ,0,,,,
Aguilas,30/06/21,8,0.002, , , , , ,56, ,21.4,21.6,74.3,1.19,99.4,0,,,,
Aguilas,30/06/21,9,0.008, , , , , ,36.5, ,21.6,23.8,63.4,1.59,137.72,0,,,,
Aguilas,30/06/21,10,0.01, , , , , ,24.7, ,21.9,24.1,62.2,1.71,130.08,0,,,,
Aguilas,30/06/21,11,0.021, , , , , ,32.2, ,21.8,25.6,55.5,2.7,91.54,0,,,,
Aguilas,30/06/21,12,0.036, , , , , ,25.8, ,22.3,27.4,46.6,3.01,118.34,0,,,,
Aguilas,30/06/21,13,0.044, , , , , ,32.5, ,22.2,28,44.4,2.76,139.84,0,,,,
Aguilas,30/06/21,14,0.061, , , , , ,45.6, ,22.1,30.5,36.9,2.4,209.9,0,,,,
Aguilas,30/06/21,15,0.075, , , , , ,38.4, ,22.2,31.1,35.6,3.52,244.38,0,,,,
Aguilas,30/06/21,16,0.07, , , , , ,46.9, ,22.2,30.6,37.3,4.23,204.6,0,,,,
Aguilas,30/06/21,17,0.052, , , , , ,37.6, ,22.1,30.2,38.8,4.5,213.67,0,,,,
Aguilas,30/06/21,18,0.028, , , , , ,24.7, ,22,29.5,41.1,6.26,221.22,0,,,,
Aguilas,30/06/21,19,0.026, , , , , ,15.2, ,22,29.3,39,6.68,259.34,0,,,,
Aguilas,30/06/21,20,0.019, , , , , ,17.4, ,22,0,61.7,8.79,116.15,0,,,,
Aguilas,30/06/21,21,0.023, , , , , ,31.5, ,21.8,20.4,89.7,4.32,218.98,0,,,,
Aguilas,30/06/21,22,0.012, , , , , ,23.7, ,21.7,21.6,88.9,3.32,288.92,0,,,,
Aguilas,30/06/21,23,0.007, , , , , ,13.2, ,21.7,22.2,86.7,2.77,165.45,0,,,,
Aguilas,01/07/21,0,0.006,0.003,0.026,0.029, ,0.707,10.3, ,21.6,21.5,89.6,2.99,144.51,0,,,,
Aguilas,01/07/21,1,0.009,0,0,0, ,0,5.9, ,21.6,21,93.1,2.88,240.67,0,,,,
Aguilas,01/07/21,2,0.007,0,0,0, ,0.421,8.2, ,21.6,21.1,93.3,0.8,271.4,0,,,,
Aguilas,01/07/21,3,0.004,0.005,0.016,0.021, ,0.582,8.3, ,21.6,21.3,92.6,0.94,140.33,0,,,,
Aguilas,01/07/21,4,0.003,0.003,0.018,0.021, ,0.518,11.7, ,21.6,21.3,91.8,1.22,186.48,0,,,,
Aguilas,01/07/21,5,0.002,0.008,0.019,0.027, ,0.599,19.8, ,21.6,21.3,90.4,0.05,221.33,0,,,,
Aguilas,01/07/21,6,0,0.026,0.025,0.051, ,0.781,22.4, ,21.5,21.1,89.9,0.78,206.37,0,,,,
Aguilas,01/07/21,7,0,0.029,0.022,0.051, ,0.891,20.2, ,21.5,21.3,90.2,0.05,234.8,0,,,,
Aguilas,01/07/21,8,0.004,0.012,0.02,0.032, ,0.866,20.8, ,21.4,21.2,90.1,1.85,165.67,0,,,,
Aguilas,01/07/21,9,0.007,0.018,0.022,0.04, ,0.935,12.6, ,21.4,20.6,92.7,0.46,129.03,0,,,,
Aguilas,01/07/21,10,0.01,0.02,0.022,0.042, ,0.976,10.5, ,21.6,22.1,89.7,0.61,110.78,0,,,,
Aguilas,01/07/21,11,0.011,0.027,0.029,0.056, ,1.208,15.4, ,21.8,24.2,77.1,3.18,71.53,0,,,,
Aguilas,01/07/21,12,0.015,0.018,0.029,0.047, ,1.125,20.3, ,21.9,24.5,74.1,2.84,124.97,0,,,,
Aguilas,01/07/21,13,0.021,0.014,0.023,0.038, ,1.058,25.9, ,21.9,25.2,69.9,3.27,99.7,0,,,,
Aguilas,01/07/21,14,0.028,0.01,0.024,0.034, ,0.89,19, ,22,27.8,55,2.92,86.62,0,,,,
Aguilas,01/07/21,15,0.036,0.005,0.015,0.02, ,0.626,17.6, ,22,28.5,49.8,1.84,144,0,,,,
Aguilas,01/07/21,16,0.033,0.005,0.016,0.02, ,0.658,17.9, ,22,27.8,53.1,6.01,139.65,0,,,,
Aguilas,01/07/21,17,0.019,0.008,0.021,0.028, ,0.771,17.5, ,21.9,23.2,70.3,6.43,166.25,0,,,,
Aguilas,01/07/21,18,0.011,0.013,0.035,0.048, ,1.111,19.5, ,21.8,22.1,80.7,1.95,189.76,0,,,,
Aguilas,01/07/21,19,0.01,0.013,0.033,0.046, ,1.186,25.7, ,21.7,21.9,84.5,0.82,164.12,0,,,,
Aguilas,01/07/21,20,0.012,0.003,0.027,0.03, ,0.931,18.2, ,21.6,21.5,84.3,0.32,197.68,0,,,,
Aguilas,01/07/21,21,0.004,0.01,0.039,0.049, ,1.195,12.3, ,21.6,21.1,88,1.03,260.98,0,,,,
Aguilas,01/07/21,22,0.007,0.002,0.022,0.024, ,0.844,16.6, ,21.6,21.1,88.9,1.42,274.72,0,,,,
Aguilas,01/07/21,23,0.003,0.014,0.028,0.042, ,1.024,15.2, ,21.5,21,88.2,0.74,258.15,0,,,,
Aguilas,02/07/21,0,0,0.02,0.034,0.054, ,1.04,17.1, ,21.5,21.1,89.6,0.42,188.72,0,,,,
Aguilas,02/07/21,1,0,0,0,0, ,0,22, ,21.6,21.1,90.4,0.49,61.72,0,,,,
Aguilas,02/07/21,2,0,0.011,0.031,0.041, ,0.793,24.3, ,21.6,21,90.9,0.12,155.29,0,,,,
Aguilas,02/07/21,3,0,0.016,0.029,0.045, ,0.753,25.8, ,21.6,20.8,91.2,0.04,230.32,0,,,,
Aguilas,02/07/21,4,0.001,0.01,0.03,0.04, ,0.856,22.8, ,21.6,20.9,91.1,1.32,80.68,0,,,,
Aguilas,02/07/21,5,0.003,0.011,0.027,0.038, ,0.881,17, ,21.5,20.9,91.4,1.92,44.46,0,,,,
Aguilas,02/07/21,6,0.008,0.005,0.017,0.022, ,0.598,17.2, ,21.5,21,89.9,0.48,102.93,0,,,,
Aguilas,02/07/21,7,0.002,0.031,0.029,0.06, ,1.022,19.9, ,21.5,21.1,90.3,1.68,41.7,0,,,,
Aguilas,02/07/21,8,0.002,0.035,0.028,0.063, ,1.252,18.1, ,21.5,21.1,90.7,2.88,46.49,0,,,,
Aguilas,02/07/21,9,0.007,0.025,0.024,0.05, ,1.084,21.2, ,21.5,22.1,82.6,2.86,69.9,0,,,,
Aguilas,02/07/21,10,0.012,0.024,0.024,0.048, ,0.994,21.5, ,21.7,24.1,71.3,4.3,71.31,0,,,,
Aguilas,02/07/21,11,0.01,0.027,0.027,0.054, ,0.945,21.9, ,21.8,24.5,67.9,3.33,98.75,0,,,,
Aguilas,02/07/21,12,0.006,0.022,0.029,0.051, ,0.985,28.9, ,21.8,22.9,79.6,3.51,212.34,0,,,,
Aguilas,02/07/21,13,0.007,0.022,0.029,0.051, ,1.174,34.2, ,21.7,23.2,79.9,2.29,192.32,0,,,,
Aguilas,02/07/21,14,0.014,0.011,0.018,0.03, ,0.831,22.6, ,21.7,23.5,76.7,4.27,119.73,0,,,,
Aguilas,02/07/21,15,0.02,0.008,0.014,0.022, ,0.69,13.7, ,21.8,24.9,70.1,2.12,211.76,0,,,,
Aguilas,02/07/21,16,0.037,0.004,0.014,0.018, ,0.626,8.7, ,21.9,28.7,51.6,2.8,169.33,0,,,,
Aguilas,02/07/21,17,0.026,0.004,0.014,0.019, ,0.589,14, ,22,27.2,57.1,4.38,207.85,0,,,,
Aguilas,02/07/21,18,0.023,0.01,0.025,0.035, ,0.898,12.7, ,22,26.4,60,5.28,190.32,0,,,,
Aguilas,02/07/21,19,0.023,0.005,0.024,0.029, ,0.877,18.5, ,21.9,26.3,60.5,5.24,206.22,0,,,,
Aguilas,02/07/21,20,0.018,0.002,0.018,0.02, ,0.617,20.5, ,21.9,24.5,67.5,6.38,214.43,0,,,,
Aguilas,02/07/21,21,0.015,0.001,0.015,0.016, ,0.56,16.2, ,21.8,23.9,70,2.59,279.67,0,,,,
Aguilas,02/07/21,22,0.017,0.002,0.015,0.017, ,0.541,16.4, ,21.7,22.5,76,6.81,98.09,0,,,,
Aguilas,02/07/21,23,0.02,0,0,0, ,0.411,13.3, ,21.6,19,92,3.3,234.88,0,,,,
Aguilas,03/07/21,0,0.011,0.005,0.023,0.029, ,0.726,11.9, ,21.5,19.5,93.3,0.8,211.86,0,,,,
Aguilas,03/07/21,1,0.005,0,0,0, ,0,9, ,21.5,19.8,93.5,1.1,148.43,0,,,,
Aguilas,03/07/21,2,0.002,0.008,0.029,0.037, ,0.874,15.6, ,21.5,19.9,93.8,1.25,53.82,0,,,,
Aguilas,03/07/21,3,0.004,0.005,0.028,0.033, ,0.803,21.8, ,21.5,19.9,92.5,0.54,118.71,0,,,,
Aguilas,03/07/21,4,0.001,0.01,0.03,0.041, ,0.992,22.9, ,21.5,20.1,92.8,0.56,159.06,0,,,,
Aguilas,03/07/21,5,0.001,0.003,0.026,0.029, ,0.804,20.2, ,21.5,20.1,92.7,1.3,122.29,0,,,,
Aguilas,03/07/21,6,0,0.005,0.027,0.033, ,0.811,18.8, ,21.5,20.1,92.3,0.59,303.57,0,,,,
Aguilas,03/07/21,7,0.001,0.013,0.028,0.041, ,0.903,20.9, ,21.5,20.2,91,0.99,226.15,0,,,,
Aguilas,03/07/21,8,0.001,0.045,0.029,0.074, ,1.453,20.2, ,21.4,20.4,91.1,0.81,135.43,0,,,,
Aguilas,03/07/21,9,0.002,0.039,0.029,0.068, ,1.288,18.5, ,21.5,20.8,89.8,0.31,208.24,0,,,,
Aguilas,03/07/21,10,0.005,0.039,0.023,0.063, ,1.168,17.4, ,21.6,22.4,80.1,0.7,157.29,0,,,,
Aguilas,03/07/21,11,0.008,0.022,0.017,0.039, ,0.902,8.8, ,21.8,24.3,67.1,3.29,141.86,0,,,,
Aguilas,03/07/21,12,0.011,0.019,0.013,0.032, ,0.784,11.9, ,22,25.4,62,4.59,139.4,0,,,,
Aguilas,03/07/21,13,0.014,0.01,0.011,0.02, ,0.688,12.3, ,22.1,26.1,58.5,4.64,184.09,0,,,,
Aguilas,03/07/21,14,0.015,0.013,0.011,0.024, ,0.744,10.4, ,22.1,26.6,55.2,3.81,148.26,0,,,,
Aguilas,03/07/21,15,0.017,0.013,0.011,0.024, ,0.666,7.3, ,22.1,28.3,46.4,4.42,103.92,0,,,,
Aguilas,03/07/21,16,0.017,0.011,0.01,0.021, ,0.586,5.1, ,22.1,28.9,43.5,4.86,109.7,0,,,,
Aguilas,03/07/21,17,0.016,0.007,0.007,0.014, ,0.508,6.7, ,22.1,28.9,42.2,6.14,180.59,0,,,,
Aguilas,03/07/21,18,0.015,0.008,0.008,0.015, ,0.494,0, ,22,28.7,42.2,4.19,154.42,0,,,,
Aguilas,03/07/21,19,0.012,0.012,0.013,0.025, ,0.635,6.7, ,22,27.6,46.5,3.47,154.72,0,,,,
Aguilas,03/07/21,20,0.009,0.004,0.011,0.015, ,0.566,15.1, ,21.9,25.9,57.3,4.25,205.92,0,,,,
Aguilas,03/07/21,21,0.009,0.001,0.01,0.011, ,0.497,19.9, ,21.9,24.7,60.1,2.17,252.64,0,,,,
Aguilas,03/07/21,22,0.005,0.002,0.014,0.016, ,0.632,13.2, ,21.8,23.9,64.1,2.42,311.17,0,,,,
Aguilas,03/07/21,23,0.007,0,0,0, ,0.52,14.2, ,21.7,23.4,66.9,2.15,279.98,0,,,,
Aguilas,04/07/21,0,0.005, , , , ,0.579,13, ,21.7,22.7,71.2,1.35,257.73,0,,,,
Aguilas,04/07/21,1,0.003, , , , ,0,6.9, ,21.6,22.2,74.4,2.55,272.72,0,,,,
Aguilas,04/07/21,2,0.006, , , , ,0.456,11, ,21.6,21.7,77,3.43,272.82,0,,,,
Aguilas,04/07/21,3,0.006, , , , ,0.45,12.2, ,21.6,21.5,75.8,3.02,255.84,0,,,,
Aguilas,04/07/21,4,0.005, , , , ,0.511,7.4, ,21.6,21.1,78.2,1.17,194.1,0,,,,
Aguilas,04/07/21,5,0.001, , , , ,0.619,14.8, ,21.5,20.6,86.3,0.6,220.65,0,,,,
Aguilas,04/07/21,6,0.002, , , , ,0.68,16.3, ,21.5,20.2,84.1,0.21,234.94,0.392,,,,
Aguilas,04/07/21,7,0.002, , , , ,0.611,16.9, ,21.5,20.3,86.7,1.04,79.12,0,,,,
Aguilas,04/07/21,8,0.006, , , , ,0.515,27.7, ,21.5,21.4,82,1.19,223.26,0,,,,
Aguilas,04/07/21,9,0.011, , , , ,0.465,19.6, ,21.8,24.1,67.1,1.61,230.35,0,,,,
Aguilas,04/07/21,10,0.015, , , , ,0.498,6.6, ,22,25.5,60.1,3.38,101.81,0,,,,
Aguilas,04/07/21,11,0.021, , , , ,0.494,3.3, ,22.2,27.2,51.1,2.77,87.78,0,,,,
Aguilas,04/07/21,12,0.029, , , , ,0.568,8.6, ,22.3,28.7,43.6,3.4,140.34,0,,,,
Aguilas,04/07/21,13,0.035, , , , ,0.618,20.5, ,22.2,29.1,41.6,3.94,154.76,0,,,,
Aguilas,04/07/21,14,0.034, , , , ,0.458,15.2, ,22.2,30.4,34.9,4.2,163.19,0,,,,
Aguilas,04/07/21,15,0.034, , , , ,0.469,6.8, ,22.3,31.7,33,3.95,163.73,0,,,,
