Estación SIMAJ,Fecha,Hora,O3,NO,NO2,NOX,SO2,CO,PM10,PM2.5,TMPI,TMP,RH,WS,WD,PP,RS,PBA,UV,UVI
Aguilas,15/10/21,8, , , , , , , , ,23.3,18.5,67.2,0.98,284.81,0,,,,
Aguilas,15/10/21,9, , , , , , , , ,23.3,21.6,61.6,1.57,194.06,0,,,,
Aguilas,15/10/21,10, , , , , , , , ,23,24.5,48.2,2.68,95.99,0,,,,
Aguilas,15/10/21,11, , , , , , , , ,21.9,26.7,39.6,3.28,93.63,0,,,,
Aguilas,15/10/21,12, , , , , , , , ,21.8,28.8,31.6,3.54,111.21,0,,,,
Aguilas,15/10/21,13, , , , , , , , ,21.8,30.9,24.5,3.21,149.68,0,,,,
Aguilas,15/10/21,14, , , , , , , , ,21.8,32.4,22.5,3.58,119.02,0,,,,
Aguilas,15/10/21,15, , , , , , , , ,21.7,32.6,24.1,3.32,132.31,0,,,,
Aguilas,15/10/21,16, , , , , , , , ,21.7,33.1,24.2,2.82,141.84,0,,,,
Aguilas,15/10/21,17, , , , , , , , ,21.7,31.9,26.1,3.64,145.58,0,,,,
Aguilas,15/10/21,18, , , , , , , , ,21.7,30.4,29.9,3.08,200.74,0,,,,
Aguilas,15/10/21,19, , , , , , , , ,21.8,29.3,35.4,2.94,250.76,0,,,,
Aguilas,15/10/21,20, , , , , , , , ,22,27.4,43.8,3.82,259.88,0,,,,
Aguilas,15/10/21,21, , , , , , , , ,22,26.4,46.7,3.85,256.24,0,,,,
Aguilas,15/10/21,22, , , , , , , , ,22,25.6,48.8,3.55,242.63,0,,,,
Aguilas,15/10/21,23, , , , , , , , ,22.1,25,50.6,3.53,264.3,0,,,,
Aguilas,16/10/21,0,0.017,0.009,0.038,0.047,0.0008, , , ,22.1,24.4,55.2,1.6,145.84,0,,,,
Aguilas,16/10/21,1,0.011,0,0,0,0, , , ,22.1,23.9,59.5,2.85,119.17,0,,,,
Aguilas,16/10/21,2,0.005,0.01,0.04,0.05,0.0008, , , ,22.1,23,65.6,1.77,191.2,0,,,,
Aguilas,16/10/21,3,0.003,0.006,0.037,0.043,0.0017, , , ,22.1,22.2,70.1,2.04,258.3,0,,,,
Aguilas,16/10/21,4,0.002,0.018,0.032,0.05,0.0013, , , ,22.2,21.6,72.3,0.92,195.1,0,,,,
Aguilas,16/10/21,5,0.001,0.016,0.032,0.047,0.0012, , , ,22.2,21.6,73.4,1.28,156.55,0,,,,
Aguilas,16/10/21,6,0,0.042,0.03,0.072,0.0012, , , ,22.1,21.8,72.7,1.74,239.89,0,,,,
Aguilas,16/10/21,7,0.002,0.031,0.027,0.058,0.0012, , , ,22.2,21.6,76.8,3.58,78.24,0,,,,
Aguilas,16/10/21,8,0.002,0.043,0.026,0.069,0.0013, , , ,22.2,21.5,78.9,2.85,80.85,0,,,,
Aguilas,16/10/21,9,0.005,0.039,0.023,0.062,0.0021, , , ,22.1,22.4,72.6,4,73.87,0,,,,
Aguilas,16/10/21,10,0.015,0.018,0.016,0.034,0.0013, , , ,22.1,24.6,58.3,7.24,90.49,0,,,,
Aguilas,16/10/21,11,0.023,0.012,0.013,0.025,0.0008, , , ,22,26.3,49.5,8.93,95.19,0,,,,
Aguilas,16/10/21,12,0.026,0.011,0.014,0.025,0.0008, , , ,21.7,27.5,46.4,7.18,96.94,0,,,,
Aguilas,16/10/21,13,0.029,0.008,0.013,0.021,0.0008, , , ,21.7,27.6,46.1,7.03,86.66,0,,,,
Aguilas,16/10/21,14,0.029,0.009,0.013,0.022,0.0005, , , ,21.7,28.2,40.5,7.93,74.63,0,,,,
Aguilas,16/10/21,15,0.029,0.009,0.013,0.022,0.0005, , , ,21.7,29.1,38.6,7.18,78.29,0,,,,
Aguilas,16/10/21,16,0.031,0.006,0.01,0.016,0.0006, , , ,21.7,29.7,36.6,8.34,75.27,0,,,,
Aguilas,16/10/21,17,0.029,0.006,0.01,0.016,0.0006, , , ,21.7,29.7,36.1,8.45,73.01,0,,,,
Aguilas,16/10/21,18,0.025,0.007,0.014,0.022,0.0005, , , ,21.7,28.6,38.9,6.65,68.74,0,,,,
Aguilas,16/10/21,19,0.017,0.011,0.021,0.033,0.0007, , , ,21.8,27.6,40.7,5.46,65.04,0,,,,
Aguilas,16/10/21,20,0.01,0.013,0.028,0.041,0.0008, , , ,22,26.6,44.1,6.05,60.19,0,,,,
Aguilas,16/10/21,21,0.018,0.005,0.016,0.022,0.0004, , , ,22,25.6,47.9,8.36,67.13,0,,,,
Aguilas,16/10/21,22,0.015,0.007,0.017,0.024,0.0007, , , ,22.1,24.2,52.5,6.26,58.44,0,,,,
Aguilas,16/10/21,23,0.012,0.008,0.018,0.026,0.0004, , , ,22.1,23.2,55.5,4.55,71.05,0,,,,
Aguilas,17/10/21,0,0.01,0.006,0.016,0.023,0.001, , , ,22.1,22.2,58.4,5.73,68.88,0,,,,
Aguilas,17/10/21,1,0.011,0,0,0,0, , , ,22.2,21.3,62,6.68,53.55,0,,,,
Aguilas,17/10/21,2,0.011,0.005,0.013,0.018,0.0005, , , ,22.3,20.6,64.7,5.26,71.66,0,,,,
Aguilas,17/10/21,3,0.011,0.003,0.013,0.016,0.0006, , , ,22.3,20.1,65.6,4.44,65.17,0,,,,
Aguilas,17/10/21,4,0.01,0.008,0.014,0.022,0.0006, , , ,22.3,19.6,68,3.7,64.52,0.403,,,,
Aguilas,17/10/21,5,0.009,0.007,0.013,0.02,0.0005, , , ,22.3,19,70.1,3.83,50.64,0,,,,
Aguilas,17/10/21,6,0.009,0.007,0.015,0.022,0.0005, , , ,22.2,18.6,71.4,3.91,59.06,0,,,,
Aguilas,17/10/21,7,0.006,0.013,0.018,0.031,0.0003, , , ,22.2,18.1,73.6,3.6,58.73,0,,,,
Aguilas,17/10/21,8,0.006,0.016,0.018,0.033,0.0006, , , ,22.2,18.5,72.4,3.61,48.85,0,,,,
Aguilas,17/10/21,9,0.015,0.01,0.011,0.021,0.0003, , , ,22.3,20.3,63.7,5.78,55.85,0,,,,
Aguilas,17/10/21,10,0.021,0.007,0.008,0.016,0.0003, , , ,22.2,22.2,55.1,6.21,69.13,0,,,,
Aguilas,17/10/21,11,0.026,0.007,0.009,0.016,0.0009, , , ,22.1,23.8,49.2,5.99,81.84,0,,,,
Aguilas,17/10/21,12,0.03,0.006,0.01,0.016,0.0008, , , ,21.9,25.6,44.7,5.53,92.28,0,,,,
Aguilas,17/10/21,13,0.036,0.006,0.012,0.018,0.0006, , , ,21.8,27.6,40.8,4.39,111.69,0.825,,,,
Aguilas,17/10/21,14,0.042,0.004,0.012,0.016,0.0007, , , ,21.7,28.9,37.2,4.56,107.63,0,,,,
Aguilas,17/10/21,15,0.044,0.003,0.01,0.013,0.0006, , , ,21.6,29.8,33.9,4.29,105.9,0,,,,
Aguilas,17/10/21,16,0.044,0.003,0.009,0.012,0.0005, , , ,21.7,30.6,31.9,3.45,123.08,0,,,,
Aguilas,17/10/21,17,0.042,0.001,0.007,0.008,0.0003, , , ,21.7,29.9,33.9,3.25,121.61,0,,,,
Aguilas,17/10/21,18,0.038,0,0,0,0.0004, , , ,21.7,29.6,35,2.77,241.16,0,,,,
Aguilas,17/10/21,19,0.031,0,0,0,0.0003, , , ,21.8,27.9,38.5,2.97,279.77,0,,,,
Aguilas,17/10/21,20,0.011,0.001,0.028,0.029,0.0004, , , ,22,26,45.9,3.03,249.3,0,,,,
Aguilas,17/10/21,21,0.016,0,0,0,0.0004, , , ,22.1,24.7,51.5,3.07,245.41,0,,,,
Aguilas,17/10/21,22,0.025,0.001,0.024,0.025,0.0004, , , ,22.1,23.9,56.9,1.65,266.83,0,,,,
Aguilas,17/10/21,23,0.027,0,0,0,0.0005, , , ,22.1,23.1,60.5,1.83,275.86,0,,,,
Aguilas,18/10/21,0,0.029, , , ,0.0004, , , ,22.2,22.8,63,2.1,238.27,2.15,,,,
Aguilas,18/10/21,1,0.017, , , ,0, , , ,22.2,22,71.1,2.69,135.17,0,,,,
Aguilas,18/10/21,2,0.019, , , ,0.0006, , , ,22.2,21.4,78.5,2.35,240.67,0,,,,
Aguilas,18/10/21,3,0.013, , , ,0.0005, , , ,22.2,21.1,75.9,3.73,219.26,0,,,,
Aguilas,18/10/21,4,0.008, , , ,0.0005, , , ,22.2,20.7,77.8,0.47,68.87,0,,,,
Aguilas,18/10/21,5,0.001, , , ,0.0008, , , ,22.2,20.2,80.9,1.02,139.79,0,,,,
Aguilas,18/10/21,6,0, , , ,0.0007, , , ,22.2,19.5,82.2,1.12,259.63,0,,,,
Aguilas,18/10/21,7,0.001, , , ,0.0011, , , ,22.2,19.1,83.8,1.06,225.02,0,,,,
Aguilas,18/10/21,8,0.002, , , ,0.0018, , , ,22.2,19.8,80.2,1.35,235.04,0,,,,
Aguilas,18/10/21,9,0.006, , , ,0.0016, , , ,22.1,22,64.5,2.76,164.33,0,,,,
Aguilas,18/10/21,10,0.014, , , ,0.0009, , , ,22.1,24.1,52.5,3.6,88.92,0,,,,
Aguilas,18/10/21,11,0.026, , , ,0.0007, , , ,21.9,25.8,47.1,2.85,142.27,0,,,,
Aguilas,18/10/21,12,0.041, , , ,0.0009, , , ,21.8,27.7,42.2,3.22,165.87,0,,,,
Aguilas,18/10/21,13,0.058, , , ,0.001, , , ,21.7,29.8,36.9,3.1,141.4,0,,,,
Aguilas,18/10/21,14,0.076, , , ,0.001, , , ,21.7,30.5,34,3.36,178.14,0,,,,
Aguilas,18/10/21,15,0.081, , , ,0.0008, , , ,21.6,30.9,31.5,2.73,194.39,0,,,,
Aguilas,18/10/21,16,0.079, , , ,0.0008, , , ,21.7,31.2,33.7,3.83,214.75,0,,,,
Aguilas,18/10/21,17,0.076, , , ,0.0005, , , ,21.7,31.3,32.8,3.94,173.28,0,,,,
Aguilas,18/10/21,18,0.049, , , ,0.0003, , , ,21.7,28.9,40.6,6.03,291.56,0,,,,
Aguilas,18/10/21,19,0.037, , , ,0.0006, , , ,21.8,27.4,45.8,6.1,293.18,0,,,,
Aguilas,18/10/21,20,0.026, , , ,0.0005, , , ,22,25.8,55.6,4.78,210.75,0,,,,
Aguilas,18/10/21,21,0.024, , , ,0.0004, , , ,22,24.5,63.5,5.47,251.54,0,,,,
Aguilas,18/10/21,22,0.024, , , ,0.0003, , , ,22,23.8,68.3,4.61,243.3,0,,,,
Aguilas,18/10/21,23,0.019, , , ,0.0006, , , ,22,22.8,73,2.17,245.06,0,,,,
Aguilas,19/10/21,0,0.015, , , ,0.0011, , , ,22.1,22.2,77.6,2.84,216.79,0,,,,
Aguilas,19/10/21,1,0.006, , , ,0, , , ,22.2,21.2,82.6,1.19,186.39,0,,,,
Aguilas,19/10/21,2,0.009, , , ,0.0018, , , ,22.2,20.8,84.4,0.85,273.65,0,,,,
Aguilas,19/10/21,3,0.01, , , ,0.0007, , , ,22.2,21.1,80.4,0.59,246.91,0,,,,
Aguilas,19/10/21,4,0.007, , , ,0.0006, , , ,22.3,21.2,83.7,1.56,215.49,0,,,,
Aguilas,19/10/21,5,0.006, , , ,0.0006, , , ,22.3,20.5,88.3,1.93,201.02,0,,,,
Aguilas,19/10/21,6,0.01, , , ,0.0004, , , ,22.2,20,91.5,1.47,276.1,0,,,,
Aguilas,19/10/21,7,0.004, , , ,0.0006, , , ,22.2,19.6,92.5,0.79,293.61,0,,,,
Aguilas,19/10/21,8,0.002, , , ,0.0011, , , ,22.2,19.7,90.6,1.61,259.96,0,,,,
Aguilas,19/10/21,9,0.009, , , ,0.0009, , , ,22.1,21.7,81.5,1.72,157.29,0.525,,,,
Aguilas,19/10/21,10,0.019, , , ,0.0014, , , ,22.1,24.6,62.1,2.47,106.14,0,,,,
Aguilas,19/10/21,11,0.028, , , ,0.0017, , , ,21.9,26.3,56.1,3.42,154.28,0,,,,
Aguilas,19/10/21,12,0.04, , , ,0.0012, , , ,21.8,27.5,52,2.71,129.46,0,,,,
Aguilas,19/10/21,13,0.047, , , ,0.0012, , , ,21.7,29.2,43.4,3.74,149.06,0,,,,
Aguilas,19/10/21,14,0.052, , , ,0.0011, , , ,21.7,30.3,38.7,3.31,134.69,0,,,,
Aguilas,19/10/21,15,0.061, , , ,0.0007, , , ,21.7,30.1,40.1,4.42,260.11,0,,,,
Aguilas,19/10/21,16,0.064, , , ,0.0007, , , ,21.7,31.3,34.7,5.1,220.9,0,,,,
Aguilas,19/10/21,17,0.049, , , ,0.0007, , , ,21.7,29.8,36.7,5.89,214.96,0,,,,
Aguilas,19/10/21,18,0.034, , , ,0.0006, , , ,21.7,27.8,44.3,5.61,238.72,0,,,,
Aguilas,19/10/21,19,0.026, , , ,0.0005, , , ,21.9,26.2,49.2,6.88,254.68,0,,,,
Aguilas,19/10/21,20,0.023, , , ,0.0004, , , ,22,24.9,61.8,6.34,273.44,0,,,,
Aguilas,19/10/21,21,0.023, , , ,0.0003, , , ,22,23.9,67.1,6.96,260.7,0,,,,
Aguilas,19/10/21,22,0.02, , , ,0.0005, , , ,22,23.2,71.2,4.18,247.62,0,,,,
Aguilas,19/10/21,23,0.017, , , ,0.0005, , , ,22.1,22.6,75.9,1.96,256.48,0,,,,
Aguilas,20/10/21,0,0.014,0.002,0.014,0.016,0.0008, , , ,22.1,22.2,76.5,1.13,252.32,0,,,,
Aguilas,20/10/21,1,0.004,0,0,0,0, , , ,22.2,21.5,81.3,0.76,180.71,0,,,,
Aguilas,20/10/21,2,0.002,0.009,0.022,0.031,0.0014, , , ,22.2,20.8,85.3,0.06,291.31,0,,,,
Aguilas,20/10/21,3,0.004,0.002,0.018,0.019,0.0009, , , ,22.2,20.3,84,1.1,271.69,0,,,,
Aguilas,20/10/21,4,0.005,0.003,0.016,0.018,0.0008, , , ,22.2,19.9,82.8,1.26,265.35,0,,,,
Aguilas,20/10/21,5,0.003,0.006,0.019,0.025,0.0008, , , ,22.2,19.4,83.7,0.88,270.01,0,,,,
Aguilas,20/10/21,6,0.001,0.037,0.022,0.06,0.0011, , , ,22.2,19.1,85,0.66,237.33,0,,,,
Aguilas,20/10/21,7,0,0.029,0.021,0.05,0.0011, , , ,22.2,19,86.1,0.57,286.32,0,,,,
Aguilas,20/10/21,8,0.002,0.033,0.024,0.057,0.0014, , , ,22.2,20.3,85,1.71,270.07,0,,,,
Aguilas,20/10/21,9,0.01,0.016,0.021,0.037,0.0015, , , ,22.1,21.8,78.6,1.97,188.15,0,,,,
Aguilas,20/10/21,10,0.02,0.018,0.024,0.042,0.0016, , , ,22,24.3,59.4,4.88,74.84,0,,,,
Aguilas,20/10/21,11,0.031,0.01,0.017,0.027,0.0017, , , ,21.9,25.8,46.9,4.74,82.07,0,,,,
Aguilas,20/10/21,12,0.045,0.006,0.017,0.023,0.0012, , , ,21.8,27.6,41,3.9,95.85,0,,,,
Aguilas,20/10/21,13,0.063,0.004,0.018,0.021,0.0012, , , ,21.7,29.2,38,3.6,125,0,,,,
Aguilas,20/10/21,14,0.073,0.003,0.02,0.023,0.0015, , , ,21.7,30.6,36,3.42,118.25,0,,,,
Aguilas,20/10/21,15,0.078,0.003,0.021,0.024,0.0014, , , ,21.7,31.1,34.3,3.75,110.38,0,,,,
Aguilas,20/10/21,16,0.069,0.002,0.016,0.018,0.0012, , , ,21.7,31.9,31.4,3.12,107.64,0,,,,
Aguilas,20/10/21,17,0.064,0.003,0.022,0.025,0.0012, , , ,21.7,31.8,31.3,2.88,151.71,0,,,,
Aguilas,20/10/21,18,0.057,0.001,0.013,0.015,0.001, , , ,21.7,30.9,31.6,1.82,192.97,0,,,,
Aguilas,20/10/21,19,0.058,0,0,0,0.0014, , , ,21.8,28.9,40.9,4.49,236.38,0,,,,
Aguilas,20/10/21,20,0.045,0,0,0,0.0012, , , ,21.9,26.6,55.3,5.1,273.95,0,,,,
Aguilas,20/10/21,21,0.035,0,0,0,0.0009, , , ,22,25.7,57.4,3.74,267.51,0,,,,
Aguilas,20/10/21,22,0.033,0,0,0,0.0008, , , ,22,25,59.1,1.94,240.2,0,,,,
Aguilas,20/10/21,23,0.026,0.001,0.016,0.017,0.001, , , ,22,24.3,67.3,2.59,220.81,0,,,,
Aguilas,21/10/21,0,0.017,0.002,0.016,0.018,0.0012, , , ,22.1,23.1,77,2.15,235.54,0,,,,
Aguilas,21/10/21,1,0.025,0,0,0,0, , , ,22,22.9,78.8,3.43,258.91,0,,,,
Aguilas,21/10/21,2,0.023,0,0,0,0.001, , , ,22.1,22.4,81.6,2.81,175.92,0,,,,
Aguilas,21/10/21,3,0.021,0,0,0,0.001, , , ,22.1,22.1,83.8,3.53,312.09,0,,,,
Aguilas,21/10/21,4,0.022,0,0,0,0.0009, , , ,22.1,22,84.3,1.98,298.6,0,,,,
Aguilas,21/10/21,5,0.021,0,0,0,0.0009, , , ,22.1,22.2,82.6,1.51,173.45,0,,,,
Aguilas,21/10/21,6,0.016,0,0,0,0.001, , , ,22.1,21.7,85.3,2.7,204.54,0,,,,
Aguilas,21/10/21,7,0.009,0.002,0.017,0.019,0.0011, , , ,22.1,21,79.2,4.57,180.91,0,,,,
Aguilas,21/10/21,8,0.006,0.007,0.019,0.026,0.0011, , , ,22.1,20.4,67.5,4.3,95.3,0,,,,
Aguilas,21/10/21,9,0.012,0.014,0.018,0.032,0.0014, , , ,22.1,22,60.6,4.63,69.81,0,,,,
Aguilas,21/10/21,10,0.018,0.02,0.021,0.041,0.0018, , , ,22.1,23.9,55,5.34,60.93,0,,,,
Aguilas,21/10/21,11,0.026,0.013,0.019,0.032,0.0016, , , ,21.9,24.9,55.8,5.13,69.55,0,,,,
Aguilas,21/10/21,12,0.035,0.009,0.018,0.027,0.0018, , , ,21.8,27.1,49.7,4.74,85.16,0,,,,
Aguilas,21/10/21,13,0.04,0.008,0.017,0.025,0.0013, , , ,21.7,28.6,42.8,5.36,101.71,0,,,,
Aguilas,21/10/21,14,0.045,0.005,0.014,0.019,0.0011, , , ,21.6,30.2,36,5.06,86.26,0,,,,
Aguilas,21/10/21,15,0.043,0.006,0.014,0.019,0.001, , , ,21.7,30.7,33,5.24,101.66,0,,,,
Aguilas,21/10/21,16,0.037,0.008,0.016,0.024,0.001, , , ,21.7,30.9,31.7,6.43,60.58,0,,,,
Aguilas,21/10/21,17,0.035,0.005,0.013,0.018,0.0009, , , ,21.7,31,30.1,6.2,68.79,0,,,,
Aguilas,21/10/21,18,0.03,0.008,0.019,0.027,0.0009, , , ,21.7,30.2,31.4,4.66,71.82,0,,,,
Aguilas,21/10/21,19,0.018,0.01,0.031,0.041,0.0011, , , ,21.8,29.2,33.2,3.26,49.42,0,,,,
Aguilas,21/10/21,20,0.006,0.012,0.043,0.055,0.0013, , , ,21.9,27.5,40,2.54,221.85,0,,,,
Aguilas,21/10/21,21,0.004,0.005,0.037,0.042,0.0011, , , ,22,25.3,46.8,2.83,254.55,0,,,,
Aguilas,21/10/21,22,0.003,0.007,0.038,0.045,0.001, , , ,22.1,24.3,50.7,2.97,243.91,0,,,,
Aguilas,21/10/21,23,0.013,0.002,0.027,0.029,0.0011, , , ,22.1,23.8,54.5,2.51,259.26,0,,,,
Aguilas,22/10/21,0,0.008,0.015,0.034,0.05,0.0012, , , ,22.1,23.7,57.8,2.99,99.24,0,,,,
Aguilas,22/10/21,1,0.002,0,0,0,0, , , ,22.1,23.2,59.9,1.26,127.81,0,,,,
Aguilas,22/10/21,2,0.002,0.024,0.036,0.06,0.0015, , , ,22.2,22.1,64.8,1.55,108.93,0,,,,
Aguilas,22/10/21,3,0.001,0.026,0.034,0.06,0.0015, , , ,22.2,21.6,68.3,0.93,107.56,0,,,,
Aguilas,22/10/21,4,0.001,0.017,0.028,0.045,0.001, , , ,22.2,21.3,64.9,1.44,50.4,0,,,,
Aguilas,22/10/21,5,0.002,0.026,0.025,0.05,0.0009, , , ,22.2,20.4,66.8,1.83,52.52,0,,,,
Aguilas,22/10/21,6,0,0.032,0.025,0.056,0.0009, , , ,22.3,19.8,69.5,1.29,87.9,0,,,,
Aguilas,22/10/21,7,0,0.064,0.025,0.089,0.0016, , , ,22.3,19.3,71.1,2.22,75.76,0,,,,
Aguilas,22/10/21,8,0.002,0.052,0.025,0.076,0.0017, , , ,22.2,19.7,69.8,2.37,65.64,0,,,,
Aguilas,22/10/21,9,0.007,0.038,0.023,0.061,0.0013, , , ,22.2,21.6,61.2,4.51,68.63,0,,,,
Aguilas,22/10/21,10,0.015,0.018,0.014,0.032,0.001, , , ,22.2,23.1,54.7,7.47,56.89,0,,,,
Aguilas,22/10/21,11,0.02,0.014,0.013,0.028,0.0006, , , ,22.1,24.6,49,7.35,64.68,0,,,,
Aguilas,22/10/21,12,0.026,0.009,0.012,0.022,0.0006, , , ,21.9,26,43.4,6.47,65.4,0,,,,
Aguilas,22/10/21,13,0.028,0.009,0.012,0.021,0.0007, , , ,21.8,27.1,40.2,6.44,83.52,0,,,,
Aguilas,22/10/21,14,0.031,0.009,0.012,0.021,0.0006, , , ,21.7,28.4,36.6,6.68,76.94,0,,,,
Aguilas,22/10/21,15,0.031,0.007,0.01,0.017,0.0004, , , ,21.7,29.3,33.7,6.81,70.6,0,,,,
Aguilas,22/10/21,16,0.033,0.008,0.014,0.022,0.0006, , , ,21.7,30.1,32.8,4.43,83.23,0,,,,
Aguilas,22/10/21,17,0.035,0.005,0.013,0.018,0.0005, , , ,21.7,29.7,33.7,4.18,93.92,0,,,,
Aguilas,22/10/21,18,0.027,0.008,0.021,0.029,0.0006, , , ,21.8,28.5,36.4,2.86,89.74,0,,,,
Aguilas,22/10/21,19,0.017,0.014,0.037,0.051,0.0011, , , ,21.9,27.3,42.1,3.31,154.83,0,,,,
Aguilas,22/10/21,20,0.01,0.004,0.04,0.044,0.0006, , , ,22,25.8,48.4,3.33,246.39,0,,,,
Aguilas,22/10/21,21,0.002,0.01,0.041,0.051,0.0007, , , ,22.1,24.2,52.9,3.21,263.06,0,,,,
Aguilas,22/10/21,22,0.004,0.007,0.038,0.045,0.0006, , , ,22.1,23.4,55.3,3.47,254.99,0,,,,
Aguilas,22/10/21,23,0.021,0,0,0,0.0005, , , ,22.2,23.1,55.9,3.48,267.73,0,,,,
Aguilas,23/10/21,0,0.014, , , ,0.0006, , , ,22.1,22.6,58.7,1.69,209.8,0,,,,
Aguilas,23/10/21,1,0.011, , , ,0, , , ,22.2,22.1,62.5,2,198.41,2.1,,,,
Aguilas,23/10/21,2,0.028, , , ,0.0008, , , ,22.2,22,64.1,1.43,236.92,0,,,,
Aguilas,23/10/21,3,0.007, , , ,0.0011, , , ,22.2,21.5,68.3,2.04,58.53,0,,,,
Aguilas,23/10/21,4,0.013, , , ,0.0012, , , ,22.2,21,72,1.75,161.37,0,,,,
Aguilas,23/10/21,5,0.011, , , ,0.0011, , , ,22.2,20.2,77,1.99,265.32,0,,,,
Aguilas,23/10/21,6,0.002, , , ,0.0012, , , ,22.2,19.5,80.7,1.31,208.08,2.025,,,,
Aguilas,23/10/21,7,0.001, , , ,0.0016, , , ,22.2,19.3,82,1.07,106.27,0,,,,
Aguilas,23/10/21,8,0.001, , , ,0.0023, , , ,22.2,20,74.6,2.02,86.08,0,,,,
Aguilas,23/10/21,9,0.003, , , ,0.0036, , , ,22.2,21.2,64.9,2.31,84.17,0,,,,
Aguilas,23/10/21,10,0.013, , , ,0.004, , , ,22.1,23,59.5,2.54,102.49,0,,,,
Aguilas,23/10/21,11,0.031, , , ,0.002, , , ,21.9,25.3,52.1,2.95,87.66,0,,,,
Aguilas,23/10/21,12,0.049, , , ,0.002, , , ,21.8,26.8,46,3.11,108.1,0,,,,
Aguilas,23/10/21,13,0.066, , , ,0.0016, , , ,21.7,28.4,40.2,3.4,141.66,0,,,,
Aguilas,23/10/21,14,0.073, , , ,0.0013, , , ,21.7,29.4,37.5,2.77,190.64,0,,,,
Aguilas,23/10/21,15,0.077, , , ,0.0011, , , ,21.7,30.1,36.4,2.99,156.42,0,,,,
Aguilas,23/10/21,16,0.083, , , ,0.0013, , , ,21.6,29.7,37.8,2.43,130.22,0,,,,
Aguilas,23/10/21,17,0.08, , , ,0.0015, , , ,21.7,29.3,38.5,3.38,162.26,0,,,,
Aguilas,23/10/21,18,0.076, , , ,0.0012, , , ,21.8,28.3,40.1,3.16,215.14,0,,,,
Aguilas,23/10/21,19,0.06, , , ,0.0009, , , ,21.9,26.6,52.2,4.18,241.72,0,,,,
Aguilas,23/10/21,20,0.053, , , ,0.0009, , , ,22,25.3,58.9,3.77,258.52,0,,,,
Aguilas,23/10/21,21,0.037, , , ,0.0008, , , ,22.1,24.5,59.2,2.53,251.37,0,,,,
Aguilas,23/10/21,22,0.026, , , ,0.0007, , , ,22.1,23.5,63.7,3.94,273.69,0,,,,
Aguilas,23/10/21,23,0.022, , , ,0.0009, , , ,22.1,22.5,71,3.53,270.93,0,,,,
Aguilas,24/10/21,0,0.024, , , ,0.0007, , , ,22.2,21.9,73.9,4.1,265.95,0,,,,
Aguilas,24/10/21,1,0.021, , , ,0, , , ,22.2,21.2,77.5,1.58,268.21,0,,,,
Aguilas,24/10/21,2,0.016, , , ,0.0006, , , ,22.2,20.6,81,1.94,259.8,0,,,,
Aguilas,24/10/21,3,0.019, , , ,0.0005, , , ,22.2,20.5,80.7,2.14,264.91,0,,,,
Aguilas,24/10/21,4,0.013, , , ,0.0007, , , ,22.2,19.9,87.1,3.09,196.83,0,,,,
Aguilas,24/10/21,5,0.012, , , ,0.0006, , , ,22.2,19.3,89,0.81,255.16,0,,,,
Aguilas,24/10/21,6,0.007, , , ,0.0005, , , ,22.2,19.1,86.7,0.91,293.78,0,,,,
Aguilas,24/10/21,7,0.002, , , ,0.0008, , , ,22.2,18.8,87,1.06,287.8,0,,,,
Aguilas,24/10/21,8,0.007, , , ,0.0007, , , ,22.2,18.8,88.6,1.92,199.24,0,,,,
Aguilas,24/10/21,9,0.014, , , ,0.0007, , , ,22.2,19.8,83.7,2.4,244.39,0,,,,
Aguilas,24/10/21,10,0.025, , , ,0.0006, , , ,22.1,21.8,74.2,2.27,188.47,0,,,,
Aguilas,24/10/21,11,0.027, , , ,0.0008, , , ,22,23.2,65.6,1.92,170.83,0,,,,
Aguilas,24/10/21,12,0.032, , , ,0.0007, , , ,21.9,24.8,58.3,3.02,173.65,0,,,,
Aguilas,24/10/21,13,0.035, , , ,0.0013, , , ,21.8,26.5,51.5,2.87,154.45,0,,,,
Aguilas,24/10/21,14,0.044, , , ,0.0012, , , ,21.7,27.2,46.3,2.86,198.98,0,,,,
Aguilas,24/10/21,15,0.048, , , ,0.0013, , , ,21.7,28.6,39.4,2.46,124.54,0,,,,
Aguilas,24/10/21,16,0.063, , , ,0.0014, , , ,21.7,28.8,39.7,2.55,156.81,0,,,,
Aguilas,24/10/21,17,0.076, , , ,0.0012, , , ,21.7,28,44.6,2.89,113.12,0,,,,
Aguilas,24/10/21,18,0.08, , , ,0.0012, , , ,21.8,26.9,47.2,1.97,222.45,0,,,,
Aguilas,24/10/21,19,0.052, , , ,0.0011, , , ,22,25.8,54.2,2.64,187.11,0,,,,
Aguilas,24/10/21,20,0.021, , , ,0.0009, , , ,22,24.2,63.6,2.78,257.22,0,,,,
Aguilas,24/10/21,21,0.012, , , ,0.0006, , , ,22.1,22.9,69.5,1.79,253.28,0,,,,
Aguilas,24/10/21,22,0.008, , , ,0.0009, , , ,22.2,22.4,70.6,2.86,255.66,0,,,,
Aguilas,24/10/21,23,0.009, , , ,0.0008, , , ,22.2,22.1,72.1,1.69,258.8,0,,,,
Aguilas,25/10/21,0,0.004,0.013,0.033,0.046,0.0007, , , ,22.1,22.4,72.9,2.12,106.62,0,,,,
Aguilas,25/10/21,1,0.008,0,0,0,0, , , ,22.1,22.2,72.8,3.12,204.52,1.352,,,,
